#proteinId	ecNum	definition	catalyticActivity	cofactors	associatedDiseases	pathway	pathway_class	pathway_type
5776	2.1.3.3	Ornithine carbamoyltransferase.	Carbamoyl phosphate + L-ornithine = phosphate + L-citrulline.	\N	Ornithine transcarbamylase deficiency; MIM:311250.	Urea cycle and metabolism of amino groups	Amino Acid Metabolism	METABOLIC
5776	2.1.3.3	Ornithine carbamoyltransferase.	Carbamoyl phosphate + L-ornithine = phosphate + L-citrulline.	\N	Ornithine transcarbamylase deficiency; MIM:311250.	Arginine and proline metabolism	Amino Acid Metabolism	METABOLIC
5813	2.4.1.109	Dolichyl-phosphate-mannose--protein mannosyltransferase.	Dolichyl phosphate D-mannose + protein = dolichyl phosphate + O-D-mannosyl-protein.	\N	\N	\N	\N	\N
5897	6.3.2.19	Ubiquitin--protein ligase.	ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.	\N	\N	\N	\N	\N
5926	3.4.17.21	Glutamate carboxypeptidase II.	Release of an unsubstituted, C-terminal glutamyl residue, typically from Ac-Asp-Glu or folylpoly-gamma-glutamates.	Zinc.	\N	\N	\N	\N
5953	2.3.1.48	Histone acetyltransferase.	Acetyl-CoA + histone = CoA + acetyl-histone.	\N	\N	\N	\N	\N
5987	3.6.4.9	Chaperonin ATPase.	ATP + H(2)O = ADP + phosphate.	\N	\N	\N	\N	\N
6002	1.3.1.38	Trans-2-enoyl-CoA reductase (NADPH).	Acyl-CoA + NADP(+) = trans-2,3-dehydroacyl-CoA + NADPH.	\N	\N	\N	\N	\N
6071	5.4.2.8	Phosphomannomutase.	D-mannose 1-phosphate = D-mannose 6-phosphate.	\N	\N	Fructose and mannose metabolism	Carbohydrate Metabolism	METABOLIC
6074	2.7.1.137	1-phosphatidylinositol 3-kinase.	ATP + 1-phosphatidyl-1D-myo-inositol = ADP + 1-phosphatidyl-1D-myo- inositol 3-phosphate.	\N	\N	Inositol phosphate metabolism	Metabolism of Complex Lipids	METABOLIC
6107	1.13.11.37	Hydroxyquinol 1,2-dioxygenase.	Benzene-1,2,4-triol + O(2) = 3-hydroxy-cis,cis-muconate.	Iron.	\N	Benzoate degradation via hydroxylation	Biodegradation of Xenobiotics	METABOLIC
6107	1.13.11.37	Hydroxyquinol 1,2-dioxygenase.	Benzene-1,2,4-triol + O(2) = 3-hydroxy-cis,cis-muconate.	Iron.	\N	1,4-Dichlorobenzene degradation	Biodegradation of Xenobiotics	METABOLIC
6107	1.13.11.37	Hydroxyquinol 1,2-dioxygenase.	Benzene-1,2,4-triol + O(2) = 3-hydroxy-cis,cis-muconate.	Iron.	\N	gamma-Hexachlorocyclohexane degradation	Biodegradation of Xenobiotics	METABOLIC
6142	1.1.1.1	Alcohol dehydrogenase.	An alcohol + NAD(+) = an aldehyde or ketone + NADH.	Zinc or Iron.	\N	Bile acid biosynthesis	Lipid Metabolism	METABOLIC
6142	1.1.1.1	Alcohol dehydrogenase.	An alcohol + NAD(+) = an aldehyde or ketone + NADH.	Zinc or Iron.	\N	Tyrosine metabolism	Amino Acid Metabolism	METABOLIC
6142	1.1.1.1	Alcohol dehydrogenase.	An alcohol + NAD(+) = an aldehyde or ketone + NADH.	Zinc or Iron.	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
6142	1.1.1.1	Alcohol dehydrogenase.	An alcohol + NAD(+) = an aldehyde or ketone + NADH.	Zinc or Iron.	\N	Glycolysis / Gluconeogenesis	Carbohydrate Metabolism	METABOLIC
6142	1.1.1.1	Alcohol dehydrogenase.	An alcohol + NAD(+) = an aldehyde or ketone + NADH.	Zinc or Iron.	\N	Fatty acid metabolism	Lipid Metabolism	METABOLIC
6170	6.3.2.5	Phosphopantothenate--cysteine ligase.	CTP + (R)-4'-phosphopantothenate + L-cysteine = unidentified products of CTP breakdown + (R)-4'-phosphopantothenoyl-L-cysteine.	\N	\N	Pantothenate and CoA biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
6316	3.1.3.48	Protein-tyrosine-phosphatase.	Protein tyrosine phosphate + H(2)O = protein tyrosine + phosphate.	\N	\N	\N	\N	\N
6397	3.6.3.14	H(+)-transporting two-sector ATPase.	ATP + H(2)O + H(+)(In) = ADP + phosphate + H(+)(Out).	\N	\N	ATP synthesis	Energy Metabolism	METABOLIC
6397	3.6.3.14	H(+)-transporting two-sector ATPase.	ATP + H(2)O + H(+)(In) = ADP + phosphate + H(+)(Out).	\N	\N	  Flagellar assembly	\N	\N
6397	3.6.3.14	H(+)-transporting two-sector ATPase.	ATP + H(2)O + H(+)(In) = ADP + phosphate + H(+)(Out).	\N	\N	  Type III secretion system	SORTING AND DEGRADATION	REGULATORY
6425	4.2.1.70	Pseudouridylate synthase.	Uracil + D-ribose 5-phosphate = pseudouridine 5'-phosphate + H(2)O.	\N	\N	Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
6441	6.2.1.3	Long-chain-fatty-acid--CoA ligase.	ATP + a long-chain carboxylic acid + CoA = AMP + diphosphate + an acyl-CoA.	\N	\N	Fatty acid metabolism	Lipid Metabolism	METABOLIC
6445	3.6.1.3	Adenosinetriphosphatase.	ATP + H(2)O = ADP + phosphate.	\N	Hemolytic anemia due to deficiency of adenosine triphosphatase; MIM:102800.	Purine metabolism	Nucleotide Metabolism	METABOLIC
6530	5.3.1.4	L-arabinose isomerase.	L-arabinose = L-ribulose.	\N	\N	Pentose and glucuronate interconversions	Carbohydrate Metabolism	METABOLIC
6566	3.1.2.15	Ubiquitin thiolesterase.	Ubiquitin C-terminal thiolester + H(2)O = ubiquitin + a thiol.	\N	\N	\N	\N	\N
6635	3.6.3.14	H(+)-transporting two-sector ATPase.	ATP + H(2)O + H(+)(In) = ADP + phosphate + H(+)(Out).	\N	\N	ATP synthesis	Energy Metabolism	METABOLIC
6635	3.6.3.14	H(+)-transporting two-sector ATPase.	ATP + H(2)O + H(+)(In) = ADP + phosphate + H(+)(Out).	\N	\N	  Flagellar assembly	\N	\N
6635	3.6.3.14	H(+)-transporting two-sector ATPase.	ATP + H(2)O + H(+)(In) = ADP + phosphate + H(+)(Out).	\N	\N	  Type III secretion system	SORTING AND DEGRADATION	REGULATORY
6659	3.3.2.6	Leukotriene-A4 hydrolase.	(7E,9E,11Z,14Z)-(5S,6S)-5,6-epoxyicosa-7,9,11,14-tetraenoate + H(2)O = (6Z,8E,10E,14Z)-(5S,12R)-5,12-dihydroxyicosa-6,8,10,14-tetraenoate.	\N	\N	Prostaglandin and leukotriene metabolism	Metabolism of Complex Lipids	METABOLIC
6705	3.1.2.15	Ubiquitin thiolesterase.	Ubiquitin C-terminal thiolester + H(2)O = ubiquitin + a thiol.	\N	\N	\N	\N	\N
6792	6.3.2.19	Ubiquitin--protein ligase.	ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.	\N	\N	\N	\N	\N
6842	1.-.-.-	Oxidoreductases.	\N	\N	\N	\N	\N	\N
6867	1.5.1.10	Saccharopine dehydrogenase (NADP+, L-glutamate forming).	N6-(L-1,3-dicarboxypropyl)-L-lysine + NADP(+) + H(2)O = L-glutamate + 2-aminoadipate 6-semialdehyde + NADPH.	\N	\N	Lysine biosynthesis	Amino Acid Metabolism	METABOLIC
6892	4.1.1.1	Pyruvate decarboxylase.	A 2-oxo acid = an aldehyde + CO(2).	Thiamine pyrophosphate.	\N	Glycolysis / Gluconeogenesis	Carbohydrate Metabolism	METABOLIC
6909	3.2.1.18	Exo-alpha-sialidase.	Hydrolysis of alpha-(2->3)-, alpha-(2->6)-, alpha-(2->8)-glycosidic linkages of terminal sialic residues in oligosaccharides, glycoproteins, glycolipids, colominic acid and synthetic substrates.	\N	Sialidosis; MIM:256550.	N-Glycan degradation	Metabolism of Complex Carbohydrates	METABOLIC
6909	3.2.1.18	Exo-alpha-sialidase.	Hydrolysis of alpha-(2->3)-, alpha-(2->6)-, alpha-(2->8)-glycosidic linkages of terminal sialic residues in oligosaccharides, glycoproteins, glycolipids, colominic acid and synthetic substrates.	\N	Sialidosis; MIM:256550.	Sphingoglycolipid metabolism	Metabolism of Complex Lipids	METABOLIC
6913	3.1.2.6	Hydroxyacylglutathione hydrolase.	(S)-(2-hydroxyacyl)glutathione + H(2)O = glutathione + a 2-hydroxy acid anion.	\N	Glyoxalase II deficiency; MIM:138760.	Pyruvate metabolism	Carbohydrate Metabolism	METABOLIC
6936	2.4.2.7	Adenine phosphoribosyltransferase.	AMP + diphosphate = adenine + 5-phospho-alpha-D-ribose 1-diphosphate.	\N	Urolithiasis, 2,8-dihydroxyadenine; MIM:102600.	Purine metabolism	Nucleotide Metabolism	METABOLIC
7017	3.2.1.4	Cellulase.	Endohydrolysis of 1,4-beta-D-glucosidic linkages in cellulose.	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
7101	3.4.99.-	Endopeptidases of unknown catalytic mechanism.	\N	\N	\N	  Type II secretion system	SORTING AND DEGRADATION	REGULATORY
7103	2.1.1.-	Methyltransferases.	\N	\N	\N	Androgen and estrogen metabolism	Lipid Metabolism	METABOLIC
7103	2.1.1.-	Methyltransferases.	\N	\N	\N	Aminophosphonate metabolism	Metabolism of Other Amino Acids	METABOLIC
7103	2.1.1.-	Methyltransferases.	\N	\N	\N	Porphyrin and chlorophyll metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
7103	2.1.1.-	Methyltransferases.	\N	\N	\N	Ubiquinone biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
7103	2.1.1.-	Methyltransferases.	\N	\N	\N	Histidine metabolism	Amino Acid Metabolism	METABOLIC
7103	2.1.1.-	Methyltransferases.	\N	\N	\N	Selenoamino acid metabolism	Metabolism of Other Amino Acids	METABOLIC
7103	2.1.1.-	Methyltransferases.	\N	\N	\N	Tryptophan metabolism	Amino Acid Metabolism	METABOLIC
7103	2.1.1.-	Methyltransferases.	\N	\N	\N	Tyrosine metabolism	Amino Acid Metabolism	METABOLIC
7150	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
7150	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).	\N	\N	  DNA polymerase	REPLICATION AND REPAIR	REGULATORY
7150	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).	\N	\N	Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
7156	1.1.1.21	Aldehyde reductase.	Alditol + NAD(P)(+) = aldose + NAD(P)H.	\N	\N	Galactose metabolism	Carbohydrate Metabolism	METABOLIC
7156	1.1.1.21	Aldehyde reductase.	Alditol + NAD(P)(+) = aldose + NAD(P)H.	\N	\N	Pyruvate metabolism	Carbohydrate Metabolism	METABOLIC
7156	1.1.1.21	Aldehyde reductase.	Alditol + NAD(P)(+) = aldose + NAD(P)H.	\N	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
7156	1.1.1.21	Aldehyde reductase.	Alditol + NAD(P)(+) = aldose + NAD(P)H.	\N	\N	Pentose and glucuronate interconversions	Carbohydrate Metabolism	METABOLIC
7156	1.1.1.21	Aldehyde reductase.	Alditol + NAD(P)(+) = aldose + NAD(P)H.	\N	\N	Fructose and mannose metabolism	Carbohydrate Metabolism	METABOLIC
7168	3.1.1.1	Carboxylesterase.	A carboxylic ester + H(2)O = an alcohol + a carboxylic anion.	\N	\N	\N	\N	\N
7173	2.7.1.17	Xylulokinase.	ATP + D-xylulose = ADP + D-xylulose 5-phosphate.	\N	\N	Pentose and glucuronate interconversions	Carbohydrate Metabolism	METABOLIC
7175	6.3.2.6	Phosphoribosylaminoimidazole-succinocarboxamide synthase.	ATP + 1-(5-phosphoribosyl)-4-carboxy-5-aminoimidazole + L-aspartate = ADP + phosphate + 1-(5-phosphoribosyl)-4-(N-succino-carboxamide)- 5-aminoimidazole.	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
7256	3.6.1.3	Adenosinetriphosphatase.	ATP + H(2)O = ADP + phosphate.	\N	Hemolytic anemia due to deficiency of adenosine triphosphatase; MIM:102800.	Purine metabolism	Nucleotide Metabolism	METABOLIC
7313	3.1.27.1	Ribonuclease T2.	Two-stage endonucleolytic cleavage to 3'-phosphomononucleotides and 3'-phosphooligonucleotides with 2',3'-cyclic phosphate intermediates.	\N	\N	\N	\N	\N
7324	3.6.3.14	H(+)-transporting two-sector ATPase.	ATP + H(2)O + H(+)(In) = ADP + phosphate + H(+)(Out).	\N	\N	ATP synthesis	Energy Metabolism	METABOLIC
7324	3.6.3.14	H(+)-transporting two-sector ATPase.	ATP + H(2)O + H(+)(In) = ADP + phosphate + H(+)(Out).	\N	\N	  Flagellar assembly	\N	\N
7324	3.6.3.14	H(+)-transporting two-sector ATPase.	ATP + H(2)O + H(+)(In) = ADP + phosphate + H(+)(Out).	\N	\N	  Type III secretion system	SORTING AND DEGRADATION	REGULATORY
7371	3.4.25.1	Proteasome endopeptidase complex.	Cleavage at peptide bonds with very broad specificity.	\N	\N	\N	\N	\N
7375	1.10.2.2	Ubiquinol--cytochrome c reductase.	QH(2) + 2 ferricytochrome c = Q + 2 ferrocytochrome c.	\N	\N	Oxidative phosphorylation	Energy Metabolism	METABOLIC
7383	3.4.25.1	Proteasome endopeptidase complex.	Cleavage at peptide bonds with very broad specificity.	\N	\N	\N	\N	\N
7407	2.5.1.21	Farnesyl-diphosphate farnesyltransferase.	2 farnesyl diphosphate = diphosphate + presqualene diphosphate.	\N	\N	Sterol biosynthesis	Lipid Metabolism	METABOLIC
7407	2.5.1.21	Farnesyl-diphosphate farnesyltransferase.	2 farnesyl diphosphate = diphosphate + presqualene diphosphate.	\N	\N	Terpenoid biosynthesis	Biosynthesis of Secondary Metabolites	METABOLIC
7426	3.1.13.-	Exoribonucleases producing 5'-phosphomonoesters.	\N	\N	\N	\N	\N	\N
7462	3.4.23.41	Yapsin 1.	Hydrolyzes various precursor proteins with Arg or Lys in P1, and commonly Arg or Lys also in P2. The P3 amino acid is usually non- polar, but otherwise additional basic amino acids are favorable in both non-prime and prime positions.	\N	\N	\N	\N	\N
7531	3.4.25.1	Proteasome endopeptidase complex.	Cleavage at peptide bonds with very broad specificity.	\N	\N	\N	\N	\N
7562	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
7562	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).	\N	\N	  DNA polymerase	REPLICATION AND REPAIR	REGULATORY
7562	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).	\N	\N	Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
7660	2.5.1.16	Spermidine synthase.	S-adenosylmethioninamine + putrescine = 5'-methylthioadenosine + spermidine.	\N	\N	Urea cycle and metabolism of amino groups	Amino Acid Metabolism	METABOLIC
7660	2.5.1.16	Spermidine synthase.	S-adenosylmethioninamine + putrescine = 5'-methylthioadenosine + spermidine.	\N	\N	beta-Alanine metabolism	Metabolism of Other Amino Acids	METABOLIC
7660	2.5.1.16	Spermidine synthase.	S-adenosylmethioninamine + putrescine = 5'-methylthioadenosine + spermidine.	\N	\N	Arginine and proline metabolism	Amino Acid Metabolism	METABOLIC
7719	2.1.1.-	Methyltransferases.	\N	\N	\N	Androgen and estrogen metabolism	Lipid Metabolism	METABOLIC
7719	2.1.1.-	Methyltransferases.	\N	\N	\N	Aminophosphonate metabolism	Metabolism of Other Amino Acids	METABOLIC
7719	2.1.1.-	Methyltransferases.	\N	\N	\N	Porphyrin and chlorophyll metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
7719	2.1.1.-	Methyltransferases.	\N	\N	\N	Ubiquinone biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
7719	2.1.1.-	Methyltransferases.	\N	\N	\N	Histidine metabolism	Amino Acid Metabolism	METABOLIC
7719	2.1.1.-	Methyltransferases.	\N	\N	\N	Selenoamino acid metabolism	Metabolism of Other Amino Acids	METABOLIC
7719	2.1.1.-	Methyltransferases.	\N	\N	\N	Tryptophan metabolism	Amino Acid Metabolism	METABOLIC
7719	2.1.1.-	Methyltransferases.	\N	\N	\N	Tyrosine metabolism	Amino Acid Metabolism	METABOLIC
7784	3.1.1.3	Triacylglycerol lipase.	Triacylglycerol + H(2)O = diacylglycerol + a fatty acid anion.	\N	Hepatic lipase deficiency; MIM:151670. Congenital lipase deficiency; MIM:246600. Wolman disease; MIM:278000.	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
7826	3.1.1.3	Triacylglycerol lipase.	Triacylglycerol + H(2)O = diacylglycerol + a fatty acid anion.	\N	Hepatic lipase deficiency; MIM:151670. Congenital lipase deficiency; MIM:246600. Wolman disease; MIM:278000.	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
7843	3.1.26.5	Ribonuclease P.	Endonucleolytic cleavage of RNA, removing 5'-extra-nucleotide from tRNA precursor.	\N	\N	\N	\N	\N
7888	3.1.4.-	Phosphoric diester hydrolases.	\N	\N	\N	Aminosugars metabolism	Metabolism of Complex Carbohydrates	METABOLIC
7908	1.14.11.1	Gamma-butyrobetaine,2-oxoglutarate dioxygenase.	4-trimethylammoniobutanoate + 2-oxoglutarate + O(2) = 3-hydroxy-4-trimethylammoniobutanoate + succinate + CO(2).	Iron; Ascorbate.	\N	Lysine degradation	Amino Acid Metabolism	METABOLIC
7909	5.3.1.8	Mannose-6-phosphate isomerase.	D-mannose 6-phosphate = D-fructose 6-phosphate.	Zinc.	\N	Fructose and mannose metabolism	Carbohydrate Metabolism	METABOLIC
7930	3.4.25.1	Proteasome endopeptidase complex.	Cleavage at peptide bonds with very broad specificity.	\N	\N	\N	\N	\N
7936	3.1.13.4	Poly(A)-specific ribonuclease.	Exonucleolytic cleavage of poly(A) to 5'-AMP.	\N	\N	\N	\N	\N
7961	3.4.25.1	Proteasome endopeptidase complex.	Cleavage at peptide bonds with very broad specificity.	\N	\N	\N	\N	\N
8031	1.14.14.1	Unspecific monooxygenase.	RH + reduced flavoprotein + O(2) = ROH + oxidized flavoprotein + H(2)O.	Heme-thiolate.	\N	Tryptophan metabolism	Amino Acid Metabolism	METABOLIC
8031	1.14.14.1	Unspecific monooxygenase.	RH + reduced flavoprotein + O(2) = ROH + oxidized flavoprotein + H(2)O.	Heme-thiolate.	\N	Fatty acid metabolism	Lipid Metabolism	METABOLIC
8031	1.14.14.1	Unspecific monooxygenase.	RH + reduced flavoprotein + O(2) = ROH + oxidized flavoprotein + H(2)O.	Heme-thiolate.	\N	gamma-Hexachlorocyclohexane degradation	Biodegradation of Xenobiotics	METABOLIC
8052	4.-.-.-	Lyases.	\N	\N	\N	\N	\N	\N
8094	2.4.1.-	Hexosyltransferases.	\N	\N	\N	O-Glycans biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
8094	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Fructose and mannose metabolism	Carbohydrate Metabolism	METABOLIC
8094	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Peptidoglycan biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
8094	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Sphingoglycolipid metabolism	Metabolism of Complex Lipids	METABOLIC
8094	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Blood group glycolipid biosynthesis - lact series	Metabolism of Complex Lipids	METABOLIC
8094	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Blood group glycolipid biosynthesis - neolact series	Metabolism of Complex Lipids	METABOLIC
8094	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
8094	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Globoside metabolism	Metabolism of Complex Lipids	METABOLIC
8094	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Chondroitin / heparan sulfate biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
8094	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Keratan sulfate biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
8094	2.4.1.-	Hexosyltransferases.	\N	\N	\N	N-Glycans biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
8138	5.3.1.24	Phosphoribosylanthranilate isomerase.	N-(5-phospho-beta-D-ribosyl)-anthranilate = 1-(2-carboxyphenylamino)-1- deoxy-D-ribulose 5-phosphate.	\N	\N	Phenylalanine, tyrosine and tryptophan biosynthesis	Amino Acid Metabolism	METABOLIC
8173	3.6.3.14	H(+)-transporting two-sector ATPase.	ATP + H(2)O + H(+)(In) = ADP + phosphate + H(+)(Out).	\N	\N	ATP synthesis	Energy Metabolism	METABOLIC
8173	3.6.3.14	H(+)-transporting two-sector ATPase.	ATP + H(2)O + H(+)(In) = ADP + phosphate + H(+)(Out).	\N	\N	  Flagellar assembly	\N	\N
8173	3.6.3.14	H(+)-transporting two-sector ATPase.	ATP + H(2)O + H(+)(In) = ADP + phosphate + H(+)(Out).	\N	\N	  Type III secretion system	SORTING AND DEGRADATION	REGULATORY
8199	4.6.1.1	Adenylate cyclase.	ATP = 3',5'-cyclic AMP + diphosphate.	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
