proteinId	ecNum	definition	catalyticActivity	cofactors	associatedDiseases	pathway	pathwayClass	pathwayType
103525	1.1.1.22	UDP-glucose 6-dehydrogenase.	UDP-glucose + 2 NAD(+) + H(2)O = UDP-glucuronate + 2 NADH.			Nucleotide sugars metabolism	Nucleotide Metabolism	METABOLIC
104139	2.4.1.16	Chitin synthase.	UDP-N-acetyl-D-glucosamine + {(1,4)-(N-acetyl-beta-D-glucosaminyl)}(N) = UDP + {(1,4)-(N-acetyl-beta-D-glucosaminyl)}(N+1).			Aminosugars metabolism	Metabolism of Complex Carbohydrates	METABOLIC
104213	2.4.1.16	Chitin synthase.	UDP-N-acetyl-D-glucosamine + {(1,4)-(N-acetyl-beta-D-glucosaminyl)}(N) = UDP + {(1,4)-(N-acetyl-beta-D-glucosaminyl)}(N+1).			Aminosugars metabolism	Metabolism of Complex Carbohydrates	METABOLIC
105307	1.6.5.3	NADH dehydrogenase (ubiquinone).	NADH + ubiquinone = NAD(+) + ubiquinol.	FAD; Iron-sulfur.		Oxidative phosphorylation	Energy Metabolism	METABOLIC
105307	1.6.5.3	NADH dehydrogenase (ubiquinone).	NADH + ubiquinone = NAD(+) + ubiquinol.	FAD; Iron-sulfur.		Ubiquinone biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
105307	1.6.99.3	NADH dehydrogenase.	NADH + acceptor = NAD(+) + reduced acceptor.	Flavoprotein; Iron-sulfur.				
108342	3.6.4.13							
109464	2.4.1.259							
109464	2.4.1.261							
109728	3.6.4.13							
111182	4.1.2.53							
111414	3.8.1.2	2-haloacid dehalogenase.	(S)-2-haloacid + H(2)O = (R)-2-hydroxyacid + halide.					
116565	3.4.21.53	Endopeptidase La.	Hydrolysis of large proteins such as globin, casein and denaturated serum albumin, in presence of ATP.					
116722	3.1.3.2	Acid phosphatase.	An orthophosphoric monoester + H(2)O = an alcohol + phosphate.		Acid phosphatase deficiency; MIM:200950.	gamma-Hexachlorocyclohexane degradation	Biodegradation of Xenobiotics	METABOLIC
116722	3.1.3.2	Acid phosphatase.	An orthophosphoric monoester + H(2)O = an alcohol + phosphate.		Acid phosphatase deficiency; MIM:200950.	Riboflavin metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
117364	3.6.4.13							
117855	4.3.3.6							
118273	1.5.1.3	Dihydrofolate reductase.	5,6,7,8-tetrahydrofolate + NADP(+) = 7,8-dihydrofolate + NADPH.			One carbon pool by folate	Metabolism of Cofactors and Vitamins	METABOLIC
118273	1.5.1.3	Dihydrofolate reductase.	5,6,7,8-tetrahydrofolate + NADP(+) = 7,8-dihydrofolate + NADPH.			Folate biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
118348	3.1.2.1	Acetyl-CoA hydrolase.	Acetyl-CoA + H(2)O = CoA + acetate.			Pyruvate metabolism	Carbohydrate Metabolism	METABOLIC
118604	5.2.1.8	Peptidylprolyl isomerase.	Peptidylproline (omega=180) = peptidylproline (omega=0).					
119358	4.1.1.65	Phosphatidylserine decarboxylase.	Phosphatidyl-L-serine = phosphatidylethanolamine + CO(2).	Pyridoxal-phosphate or Pyruvate.		Glycine, serine and threonine metabolism	Amino Acid Metabolism	METABOLIC
119358	4.1.1.65	Phosphatidylserine decarboxylase.	Phosphatidyl-L-serine = phosphatidylethanolamine + CO(2).	Pyridoxal-phosphate or Pyruvate.		Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
119405	2.3.1.22	2-acylglycerol O-acyltransferase.	Acyl-CoA + 2-acylglycerol = CoA + diacylglycerol.			Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
120349	3.4.19.12	Ubiquitinyl hydrolase 1.	Thiol-dependent hydrolysis of ester, thiolester, amide, peptide and isopeptide bonds formed by the C-terminal Gly of ubiquitin (a 76-residue protein attached to proteins as an intracellular targeting signal).					
121138	2.4.1.265							
123899	1.6.2.4	NADPH--ferrihemoprotein reductase.	NADPH + 2 ferricytochrome = NADP(+) + 2 ferrocytochrome.	FMN; FAD.				
124076	3.6.3.44	Xenobiotic-transporting ATPase.	ATP + H(2)O + xenobiotic(In) = ADP + phosphate + xenobiotic(Out).					
124449	1.3.1.71							
124526	2.1.1.314							
126073	3.6.4.12							
127639	3.4.21.92	Endopeptidase Clp.	Hydrolysis of proteins to small peptides in the presence of ATP and magnesium. Alpha-casein is the usual test substrate. In the absence of ATP, only oligopeptides shorter than five residues are cleaved (such as succinyl-Leu-Tyr-|-NHMEC; and Leu-Tyr-Leu-|-					
128555	3.6.4.12							
128738	3.6.4.13							
128890	2.6.1.13	Ornithine--oxo-acid aminotransferase.	L-ornithine + a 2-oxo acid = L-glutamate 5-semialdehyde + an L-amino acid.	Pyridoxal-phosphate.	Ornithinemia with gyrate atrophy of choroid and retina; MIM:258870.	Arginine and proline metabolism	Amino Acid Metabolism	METABOLIC
128890	2.6.1.13	Ornithine--oxo-acid aminotransferase.	L-ornithine + a 2-oxo acid = L-glutamate 5-semialdehyde + an L-amino acid.	Pyridoxal-phosphate.	Ornithinemia with gyrate atrophy of choroid and retina; MIM:258870.	Urea cycle and metabolism of amino groups	Amino Acid Metabolism	METABOLIC
129564	2.7.1.48	Uridine kinase.	ATP + uridine = ADP + UMP.		Immunodeficiency disease; MIM:191710.	Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
131120	2.7.11.1							
131404	1.2.1.38	N-acetyl-gamma-glutamyl-phosphate reductase.	N-acetyl-L-glutamate 5-semialdehyde + NADP(+) + phosphate = N-acetyl-5-glutamyl phosphate + NADPH.			Urea cycle and metabolism of amino groups	Amino Acid Metabolism	METABOLIC
131404	2.7.2.8	Acetylglutamate kinase.	ATP + N-acetyl-L-glutamate = ADP + N-acetyl-L-glutamate 5-phosphate.			Urea cycle and metabolism of amino groups	Amino Acid Metabolism	METABOLIC
131837	3.6.5.5							
135101	4.3.3.6							
137698	3.4.25.1	Proteasome endopeptidase complex.	Cleavage at peptide bonds with very broad specificity.					
138580	4.6.1.1	Adenylate cyclase.	"ATP = 3',5'-cyclic AMP + diphosphate."			Purine metabolism	Nucleotide Metabolism	METABOLIC
155409	3.1.1.65	L-rhamnono-1,4-lactonase.	L-rhamnono-1,4-lactone + H(2)O = L-rhamnonate.			Fructose and mannose metabolism	Carbohydrate Metabolism	METABOLIC
155793	1.3.1.71							
156116	3.1.3.48	Protein-tyrosine-phosphatase.	Protein tyrosine phosphate + H(2)O = protein tyrosine + phosphate.					
163413	1.3.1.76							
163413	4.99.1.4							
164277	2.5.1.6	Methionine adenosyltransferase.	ATP + L-methionine + H(2)O = phosphate + diphosphate + S-adenosyl- L-methionine.		Hypermethioninemia due to methionine adenosyltransferase; MIM:250850.	Selenoamino acid metabolism	Metabolism of Other Amino Acids	METABOLIC
164277	2.5.1.6	Methionine adenosyltransferase.	ATP + L-methionine + H(2)O = phosphate + diphosphate + S-adenosyl- L-methionine.		Hypermethioninemia due to methionine adenosyltransferase; MIM:250850.	Methionine metabolism	Amino Acid Metabolism	METABOLIC
165005	2.1.1.214							
165427	3.5.1.3	Omega-amidase.	A monoamide of a dicarboxylic acid + H(2)O = a dicarboxylate + NH(3).			Glutamate metabolism	Amino Acid Metabolism	METABOLIC
165427	3.5.1.3	Omega-amidase.	A monoamide of a dicarboxylic acid + H(2)O = a dicarboxylate + NH(3).			Alanine and aspartate metabolism	Amino Acid Metabolism	METABOLIC
165785	2.1.1.22	Carnosine N-methyltransferase.	S-adenosyl-L-methionine + carnosine = S-adenosyl-L-homocysteine + anserine.			Histidine metabolism	Amino Acid Metabolism	METABOLIC
166972	1.5.1.3	Dihydrofolate reductase.	5,6,7,8-tetrahydrofolate + NADP(+) = 7,8-dihydrofolate + NADPH.			One carbon pool by folate	Metabolism of Cofactors and Vitamins	METABOLIC
166972	1.5.1.3	Dihydrofolate reductase.	5,6,7,8-tetrahydrofolate + NADP(+) = 7,8-dihydrofolate + NADPH.			Folate biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
168543	2.7.11.1							
179338	3.5.1.89							
180318	3.4.19.12	Ubiquitinyl hydrolase 1.	Thiol-dependent hydrolysis of ester, thiolester, amide, peptide and isopeptide bonds formed by the C-terminal Gly of ubiquitin (a 76-residue protein attached to proteins as an intracellular targeting signal).					
181254	1.6.5.3	NADH dehydrogenase (ubiquinone).	NADH + ubiquinone = NAD(+) + ubiquinol.	FAD; Iron-sulfur.		Oxidative phosphorylation	Energy Metabolism	METABOLIC
181254	1.6.5.3	NADH dehydrogenase (ubiquinone).	NADH + ubiquinone = NAD(+) + ubiquinol.	FAD; Iron-sulfur.		Ubiquinone biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
181254	1.6.99.3	NADH dehydrogenase.	NADH + acceptor = NAD(+) + reduced acceptor.	Flavoprotein; Iron-sulfur.				
181467	3.6.3.6	Proton-exporting ATPase.	ATP + H(2)O + H(+)(In) = ADP + phosphate + H(+)(Out).	Magnesium.		Oxidative phosphorylation	Energy Metabolism	METABOLIC
182485	3.6.4.12							
182690	2.3.2.26							
182753	2.7.11.1							
182923	3.1.4.50	Glycoprotein phospholipase D.	Glycoprotein phosphatidylinositol + H(2)O = phosphatidate + glycoprotein inositol.					
185278	4.1.1.65	Phosphatidylserine decarboxylase.	Phosphatidyl-L-serine = phosphatidylethanolamine + CO(2).	Pyridoxal-phosphate or Pyruvate.		Glycine, serine and threonine metabolism	Amino Acid Metabolism	METABOLIC
185278	4.1.1.65	Phosphatidylserine decarboxylase.	Phosphatidyl-L-serine = phosphatidylethanolamine + CO(2).	Pyridoxal-phosphate or Pyruvate.		Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
186137	2.6.1.85							
201914	1.14.19.20							
211458	1.1.1.363							
211458	1.1.1.49	Glucose-6-phosphate 1-dehydrogenase.	D-glucose 6-phosphate + NADP(+) = D-glucono-1,5-lactone 6-phosphate + NADPH.		Hemolytic anemia due to G6PD deficiency; MIM:305900.	Pentose phosphate pathway	Carbohydrate Metabolism	METABOLIC
211458	1.1.1.49	Glucose-6-phosphate 1-dehydrogenase.	D-glucose 6-phosphate + NADP(+) = D-glucono-1,5-lactone 6-phosphate + NADPH.		Hemolytic anemia due to G6PD deficiency; MIM:305900.	Glutathione metabolism	Metabolism of Other Amino Acids	METABOLIC
214839	2.1.1.317							
215417	2.7.11.1							
216170	3.4.19.12	Ubiquitinyl hydrolase 1.	Thiol-dependent hydrolysis of ester, thiolester, amide, peptide and isopeptide bonds formed by the C-terminal Gly of ubiquitin (a 76-residue protein attached to proteins as an intracellular targeting signal).					
216882	2.7.2.1	Acetate kinase.	ATP + acetate = ADP + acetyl phosphate.			Propanoate metabolism	Carbohydrate Metabolism	METABOLIC
216882	2.7.2.1	Acetate kinase.	ATP + acetate = ADP + acetyl phosphate.			Pyruvate metabolism	Carbohydrate Metabolism	METABOLIC
216996	1.11.1.15							
217063	4.1.1.44	4-carboxymuconolactone decarboxylase.	2-carboxy-2,5-dihydro-5-oxofuran-2-acetate = 4,5-dihydro-5-oxofuran-2- acetate + CO(2).			Benzoate degradation via hydroxylation	Biodegradation of Xenobiotics	METABOLIC
217878	4.99.1.1	Ferrochelatase.	Protoporphyrin + Fe(2+) = protoheme + 2 H(+).		Protoporphyria; MIM:177000.	Porphyrin and chlorophyll metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
217878	4.99.1.9							
219493	4.1.2.27	Sphinganine-1-phosphate aldolase.	Sphinganine 1-phosphate = phosphoethanolamine + palmitaldehyde.	Pyridoxal-phosphate.		Sphingoglycolipid metabolism	Metabolism of Complex Lipids	METABOLIC
227378	3.2.2.29							
227734	3.1.3.99							
231702	2.3.1.225							
232012	2.8.1.8							
234999	2.7.11.1							
236759	3.6.4.12							
236837	4.4.1.17	Holocytochrome-c synthase.	Holocytochrome c = apocytochrome c + heme.			Porphyrin and chlorophyll metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
237346	2.5.1.54							
238132	6.3.4.10	Biotin--[propionyl-CoA-carboxylase (ATP-hydrolysing)] ligase.	ATP + biotin + apo-[propanoyl-CoA:carbon-dioxide ligase (ADP-forming)] = AMP + diphosphate + [propanoyl-CoA:carbon-dioxide ligase (ADP-forming)].		Multiple carboxylase deficiency, neonatal; MIM:253270.	Biotin metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
238132	6.3.4.11	Biotin--[methylcrotonoyl-CoA-carboxylase] ligase.	ATP + biotin + apo-[3-methylcrotonoyl-CoA:carbon-dioxide ligase (ADP-forming)] = AMP + diphosphate + [3-methylcrotonoyl-CoA:carbon- dioxide ligase (ADP-forming)].					
238132	6.3.4.15	Biotin--[acetyl-CoA-carboxylase] ligase.	ATP + biotin + apo-[acetyl-CoA:carbon-dioxide ligase (ADP forming)] = AMP + diphosphate + [acetyl-CoA:carbon-dioxide ligase (ADP forming)].					
238132	6.3.4.9	Biotin--[methylmalonyl-CoA-carboxyltransferase] ligase.	ATP + biotin + apo-[methylmalonyl-CoA:pyruvate carboxyltransferase] = AMP + diphosphate + [methylmalonyl-CoA:pyruvate carboxyltransferase].					
242720	3.6.4.13							
244261	3.5.1.98							
244380	3.6.4.12							
244455	2.3.2.23							
246393	2.1.2.11	3-methyl-2-oxobutanoate hydroxymethyltransferase.	5,10-methylenetetrahydrofolate + 3-methyl-2-oxobutanoate = tetrahydrofolate + 2-dehydropantoate.			One carbon pool by folate	Metabolism of Cofactors and Vitamins	METABOLIC
246393	2.1.2.11	3-methyl-2-oxobutanoate hydroxymethyltransferase.	5,10-methylenetetrahydrofolate + 3-methyl-2-oxobutanoate = tetrahydrofolate + 2-dehydropantoate.			Pantothenate and CoA biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
247701	2.3.1.183							
248363	2.7.7.53	ATP adenylyltransferase.	"ADP + ATP = phosphate + P(1),P(4)-bis(5'-adenosyl)tetraphosphate."			Purine metabolism	Nucleotide Metabolism	METABOLIC
249886	3.6.3.8	Calcium-transporting ATPase.	ATP + H(2)O + Ca(2+)(Cis) = ADP + phosphate + Ca(2+)(Trans).	Magnesium.	Darier disease; MIM:124200. Benign chronic pemphigus; MIM:169600.			
250055	3.4.19.12	Ubiquitinyl hydrolase 1.	Thiol-dependent hydrolysis of ester, thiolester, amide, peptide and isopeptide bonds formed by the C-terminal Gly of ubiquitin (a 76-residue protein attached to proteins as an intracellular targeting signal).					
270022	2.4.1.11	Glycogen (starch) synthase.	UDP-glucose + {(1,4)-alpha-D-glucosyl}(N) = UDP + {(1,4)-alpha-D- glucosyl}(N+1).		Glycogen storage disease 0; MIM:240600.	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
271035	2.5.1.47							
271036	6.3.5.3	Phosphoribosylformylglycinamidine synthase.	"ATP + 5'-phosphoribosylformylglycinamide + L-glutamine + H(2)O = ADP + phosphate + 5'-phosphoribosylformylglycinamidine + L-glutamate."			Purine metabolism	Nucleotide Metabolism	METABOLIC
271235	2.7.11.1							
273249	2.7.6.1	Ribose-phosphate pyrophosphokinase.	ATP + D-ribose 5-phosphate = AMP + 5-phospho-alpha-D-ribose 1-diphosphate.		Gout (one form) with urate urolithiasis; MIM:311850.	Purine metabolism	Nucleotide Metabolism	METABOLIC
273249	2.7.6.1	Ribose-phosphate pyrophosphokinase.	ATP + D-ribose 5-phosphate = AMP + 5-phospho-alpha-D-ribose 1-diphosphate.		Gout (one form) with urate urolithiasis; MIM:311850.	Pentose phosphate pathway	Carbohydrate Metabolism	METABOLIC
273335	1.1.5.3							
273718	2.7.11.1							
274209	3.6.3.7	Sodium-exporting ATPase.	ATP + H(2)O + Na(+)(In) = ADP + phosphate + Na(+)(Out).	Magnesium.				
276233	1.5.1.20	Methylenetetrahydrofolate reductase (NADPH).	5-methyltetrahydrofolate + NADP(+) = 5,10-methylenetetrahydrofolate + NADPH.	FAD.	Homocystinuria II (MTHFR deficiency); MIM:236250.			
278121	5.3.1.6	Ribose 5-phosphate epimerase.	D-ribose 5-phosphate = D-ribulose 5-phosphate.			Carbon fixation	Energy Metabolism	METABOLIC
278121	5.3.1.6	Ribose 5-phosphate epimerase.	D-ribose 5-phosphate = D-ribulose 5-phosphate.			Pentose phosphate pathway	Carbohydrate Metabolism	METABOLIC
278284	3.6.4.13							
279070	2.7.11.1							
282874	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).			Purine metabolism	Nucleotide Metabolism	METABOLIC
282874	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).			  DNA polymerase	REPLICATION AND REPAIR	REGULATORY
282874	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).			Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
286108	3.6.3.1	Magnesium-ATPase.	ATP + H(2)O = ADP + phosphate.	Magnesium.	Progressive familial intrahepatic cholestasis; MIM:211600. Benign recurrent intrahepatic cholestasis; MIM:243300.			
286302	1.1.1.34	Hydroxymethylglutaryl-CoA reductase (NADPH).	(R)-mevalonate + CoA + 2 NADP(+) = (S)-3-hydroxy-3-methylglutaryl-CoA + 2 NADPH.			Sterol biosynthesis	Lipid Metabolism	METABOLIC
286840	2.7.8.5	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase.	CDP-diacylglycerol + glycerol 3-phosphate = CMP + 3-(3-phosphatidyl)- glycerol 1-phosphate.			Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
287312	3.1.3.2	Acid phosphatase.	An orthophosphoric monoester + H(2)O = an alcohol + phosphate.		Acid phosphatase deficiency; MIM:200950.	gamma-Hexachlorocyclohexane degradation	Biodegradation of Xenobiotics	METABOLIC
287312	3.1.3.2	Acid phosphatase.	An orthophosphoric monoester + H(2)O = an alcohol + phosphate.		Acid phosphatase deficiency; MIM:200950.	Riboflavin metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
287784	3.4.22.68							
288966	2.7.1.49	Hydroxymethylpyrimidine kinase.	ATP + 4-amino-2-methyl-5-hydroxymethylpyrimidine = ADP + 4-amino-2- methyl-5-phosphomethylpyrimidine.			Thiamine metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
288966	2.7.4.7	Phosphomethylpyrimidine kinase.	ATP + 4-amino-2-methyl-5-phosphomethylpyrimidine = ADP + 4-amino-2- methyl-5-diphosphomethylpyrimidine.			Thiamine metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
288966	3.5.99.2	Thiaminase.	Thiamine + H(2)O = 4-amino-5-hydroxymethyl-2-methylpyrimidine + 5-(2-hydroxyethyl)-4-methylthiazole.			Thiamine metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
289137	3.2.1.99	Arabinan endo-1,5-alpha-L-arabinosidase.	Endohydrolysis of 1,5-alpha-L-arabinofuranosidic linkages in 1,5-arabinans.					
290981	2.5.1.46							
293498	2.5.1.18	Glutathione transferase.	RX + glutathione = HX + R-S-glutathione.			Glutathione metabolism	Metabolism of Other Amino Acids	METABOLIC
301557	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).			Purine metabolism	Nucleotide Metabolism	METABOLIC
301557	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).			  DNA polymerase	REPLICATION AND REPAIR	REGULATORY
301557	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).			Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
301583	3.1.3.24	Sucrose-phosphatase.	Sucrose 6-phosphate + H(2)O = sucrose + phosphate.			Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
302568	2.3.1.26	Sterol O-acyltransferase.	Acyl-CoA + cholesterol = CoA + cholesterol ester.			Bile acid biosynthesis	Lipid Metabolism	METABOLIC
303069	2.7.1.67	1-phosphatidylinositol 4-kinase.	ATP + 1-phosphatidyl-1D-myo-inositol = ADP + 1-phosphatidyl-1D-myo- inositol 4-phosphate.			Inositol phosphate metabolism	Metabolism of Complex Lipids	METABOLIC
304045	1.13.11.52							
304633	2.2.1.6							
304829	2.4.1.80	Ceramide glucosyltransferase.	UDP-glucose + N-acylsphingosine = UDP + D-glucosyl-N-acylsphingosine.			Sphingoglycolipid metabolism	Metabolism of Complex Lipids	METABOLIC
305443	1.1.1.23	Histidinol dehydrogenase.	L-histidinol + 2 NAD(+) + H(2)O = L-histidine + 2 NADH.			Histidine metabolism	Amino Acid Metabolism	METABOLIC
305443	3.5.4.19	Phosphoribosyl-AMP cyclohydrolase.	5-phosphoribosyl-AMP + H(2)O = 5-(5-phospho-D-ribosylaminoformimino)- 1-(5-phospho-ribosyl) imidazole-4-carboxamide.			Histidine metabolism	Amino Acid Metabolism	METABOLIC
305443	3.6.1.31	Phosphoribosyl-ATP pyrophosphatase.	5-phosphoribosyl-ATP + H(2)O = 5-phosphoribosyl-AMP + diphosphate.			Histidine metabolism	Amino Acid Metabolism	METABOLIC
305613	3.1.3.16	Serine/threonine specific protein phosphatase.	A phosphoprotein + H(2)O = a protein + phosphate.					
307253	2.3.1.258							
307741	2.7.1.1	Hexokinase.	ATP + D-hexose = ADP + D-hexose 6-phosphate.		Hemolytic anemia due to hexokinase deficiency; MIM:235700.	Erythromycin biosynthesis	Biosynthesis of Secondary Metabolites	METABOLIC
307741	2.7.1.1	Hexokinase.	ATP + D-hexose = ADP + D-hexose 6-phosphate.		Hemolytic anemia due to hexokinase deficiency; MIM:235700.	Aminosugars metabolism	Metabolism of Complex Carbohydrates	METABOLIC
307741	2.7.1.1	Hexokinase.	ATP + D-hexose = ADP + D-hexose 6-phosphate.		Hemolytic anemia due to hexokinase deficiency; MIM:235700.	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
307741	2.7.1.1	Hexokinase.	ATP + D-hexose = ADP + D-hexose 6-phosphate.		Hemolytic anemia due to hexokinase deficiency; MIM:235700.	Glycolysis / Gluconeogenesis	Carbohydrate Metabolism	METABOLIC
307741	2.7.1.1	Hexokinase.	ATP + D-hexose = ADP + D-hexose 6-phosphate.		Hemolytic anemia due to hexokinase deficiency; MIM:235700.	Fructose and mannose metabolism	Carbohydrate Metabolism	METABOLIC
307741	2.7.1.1	Hexokinase.	ATP + D-hexose = ADP + D-hexose 6-phosphate.		Hemolytic anemia due to hexokinase deficiency; MIM:235700.	Galactose metabolism	Carbohydrate Metabolism	METABOLIC
308152	6.2.1.3	Long-chain-fatty-acid--CoA ligase.	ATP + a long-chain carboxylic acid + CoA = AMP + diphosphate + an acyl-CoA.			Fatty acid metabolism	Lipid Metabolism	METABOLIC
311054	3.1.3.2	Acid phosphatase.	An orthophosphoric monoester + H(2)O = an alcohol + phosphate.		Acid phosphatase deficiency; MIM:200950.	gamma-Hexachlorocyclohexane degradation	Biodegradation of Xenobiotics	METABOLIC
311054	3.1.3.2	Acid phosphatase.	An orthophosphoric monoester + H(2)O = an alcohol + phosphate.		Acid phosphatase deficiency; MIM:200950.	Riboflavin metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
313451	2.3.2.27							
314616	2.7.11.1							
314616	2.7.11.26							
315223	3.4.19.12	Ubiquitinyl hydrolase 1.	Thiol-dependent hydrolysis of ester, thiolester, amide, peptide and isopeptide bonds formed by the C-terminal Gly of ubiquitin (a 76-residue protein attached to proteins as an intracellular targeting signal).					
315770	3.6.3.44	Xenobiotic-transporting ATPase.	ATP + H(2)O + xenobiotic(In) = ADP + phosphate + xenobiotic(Out).					
315819	3.6.1.11	Exopolyphosphatase.	{Polyphosphate}(N) + H(2)O = {polyphosphate}(N-1) + phosphate.			Purine metabolism	Nucleotide Metabolism	METABOLIC
317412	3.4.19.12	Ubiquitinyl hydrolase 1.	Thiol-dependent hydrolysis of ester, thiolester, amide, peptide and isopeptide bonds formed by the C-terminal Gly of ubiquitin (a 76-residue protein attached to proteins as an intracellular targeting signal).					
317561	6.3.5.5	Carbamoyl-phosphate synthase (glutamine-hydrolysing).	2 ATP + L-glutamine + CO(2) + H(2)O = 2 ADP + phosphate + glutamate + carbamoyl phosphate.			Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
317561	6.3.5.5	Carbamoyl-phosphate synthase (glutamine-hydrolysing).	2 ATP + L-glutamine + CO(2) + H(2)O = 2 ADP + phosphate + glutamate + carbamoyl phosphate.			Glutamate metabolism	Amino Acid Metabolism	METABOLIC
322656	2.7.11.24							
322937	6.3.1.20							
